customer_city,transaction_amount,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
presidente bernardes,5,19300.0,-22.002385790929264,-51.56036410767424,presidente bernardes,SP
jesuania,5,37485.0,-22.017719999999947,-45.28322899999995,jesuania,MG
surubim,5,55750.0,-7.843463901327343,-35.761015798604696,surubim,PE
taiuva,5,14720.0,-21.122062846117007,-48.44567256715844,taiuva,SP
rio pardo de minas,5,39530.0,-15.622148760229548,-42.54782493141778,rio pardo de minas,MG
santo antonio do descoberto,5,72900.0,-15.942803976898665,-48.25304942148582,santo antonio do descoberto,GO
capitolio,5,37930.0,-20.61778970195198,-46.05100847800213,capitolio,MG
esplanada,5,48370.0,-11.807078330200277,-37.94507894761188,esplanada,BA
sao joao do piaui,5,64760.0,-8.354882738490234,-42.25697495560466,sao joao do piaui,PI
inacio martins,5,85155.0,-25.57599466066998,-51.0778102706275,inacio martins,PR
paulo de faria,5,15490.0,-20.031736129500093,-49.40197937213721,paulo de faria,SP
palmitos,5,89887.0,-27.072036337867036,-53.16041845841325,palmitos,SC
guabiruba,5,88360.0,-27.08719134688749,-48.98086722680159,guabiruba,SC
quatro bocas,5,68682.0,-2.4193141198841253,-48.24922433763184,quatro bocas,PA
horizonte,5,62880.0,-4.103667442881338,-38.495564300328574,horizonte,CE
rio pardo,5,96640.0,-29.976266082100324,-52.36710877662215,rio pardo,RS
riachao do jacuipe,5,44640.0,-11.810624672685105,-39.37858831066986,riachao do jacuipe,BA
araguatins,5,77950.0,-5.655589947870239,-48.124299952552654,araguatins,TO
alto araguaia,5,78780.0,-17.31333146270827,-53.220483305200965,alto araguaia,MT
carapebus,5,27998.0,-22.212298210240824,-41.66322133952155,carapebus,RJ
monte belo,5,37115.0,-21.32806261034452,-46.36786007212034,monte belo,MG
adolfo,5,15230.0,-21.23411902916313,-49.64034643537138,adolfo,SP
assai,5,86220.0,-23.37983552183189,-50.848454348243486,assai,PR
granja,5,62430.0,-3.119716880540989,-40.83047988798006,granja,CE
general carneiro,5,78620.0,-15.7110265146921,-52.753923139750526,general carneiro,MT
barreiros,5,55560.0,-8.815640338548715,-35.19146664451371,barreiros,PE
bom sucesso,5,37220.0,-21.02334443220542,-44.74877949393773,bom sucesso,MG
mendes pimentel,5,35270.0,-18.661109292895866,-41.40601459012222,mendes pimentel,MG
colonia vitoria,5,85139.0,-26.22193579001356,-51.09264847633954,colonia vitoria,PR
remanso,5,47200.0,-9.622197368243292,-42.08086188764716,remanso,BA
altos,5,64290.0,-5.046021758936793,-42.44861075624933,altos,PI
paraipaba,5,62685.0,-3.4383981695425083,-39.1501076532146,paraipaba,CE
itau de minas,5,37975.0,-20.746977035601056,-46.7490234241636,itau de minas,MG
jardim,5,63290.0,-7.588088395110682,-39.27881329280984,jardim,CE
serra dos aimores,5,39868.0,-17.78054551995526,-40.247067202186194,serra dos aimores,MG
jordania,5,39920.0,-15.895836468959828,-40.18504362026256,jordania,MG
otacilio costa,5,88540.0,-27.50303152475152,-50.12361082120724,otacilio costa,SC
belo oriente,5,35195.0,-19.31444373865911,-42.505932857865226,belo oriente,MG
araujos,5,35603.0,-19.948863062600463,-45.1703970166306,araujos,MG
laurentino,5,89170.0,-27.23087744199508,-49.73043032302249,laurentino,SC
nova mutum,5,78450.0,-13.527605999999944,-56.08417399999996,nova mutum,MT
palmeira d'oeste,5,15720.0,-20.418204285159344,-50.7625513424886,palmeira d'oeste,SP
mendonca,5,15220.0,-21.184653760852598,-49.58394845250138,mendonca,SP
ariranha,5,15960.0,-21.191193688166223,-48.788096928634985,ariranha,SP
frei inocencio,5,35112.0,-18.55304278057973,-41.91120737260259,frei inocencio,MG
conceicao da aparecida,5,37148.0,-21.094827088463017,-46.20170079724575,conceicao da aparecida,MG
nova fatima,5,44642.0,-11.60921626746858,-39.62708785643596,nova fatima,BA
ibirarema,5,19940.0,-22.814920673635747,-50.073673545793405,ibirarema,SP
divinolandia de minas,5,39735.0,-18.8004215849511,-42.61992163254018,divinolandia de minas,MG
porteirinha,5,39520.0,-15.744003742371044,-43.02873130043045,porteirinha,MG
sao bento,5,58865.0,-6.494015953708633,-37.44918481392514,sao bento,PB
novo progresso,5,68193.0,-7.036262964535041,-55.41026891876317,novo progresso,PA
anita garibaldi,5,88590.0,-27.688010028631528,-51.12997927501305,anita garibaldi,SC
bofete,5,18590.0,-23.108459384738463,-48.256121730784905,bofete,SP
elias fausto,5,13350.0,-23.045485430713946,-47.37933912085125,elias fausto,SP
toritama,5,55125.0,-8.009000671370503,-36.05661953152595,toritama,PE
arapora,5,38465.0,-18.43150846175249,-49.18426221598912,arapora,MG
santa cecilia,5,58463.0,-7.748921999999947,-35.900233999999955,santa cecilia,PB
conceicao do rio verde,5,37430.0,-21.88314889998925,-45.083272271473085,conceicao do rio verde,MG
indianopolis,5,38490.0,-19.0353847495998,-47.91692443925149,indianopolis,MG
ze doca,5,65365.0,-3.274597209906604,-45.65438177948049,ze doca,MA
terra roxa,5,14745.0,-20.790805053014623,-48.3315460132848,terra roxa,SP
palmitinho,5,98430.0,-27.355516828844653,-53.55674486170852,palmitinho,RS
pedra preta,5,78795.0,-16.620811476996337,-54.47056285074771,pedra preta,MT
aracoiaba,5,53690.0,-7.787579863225949,-35.092311494352266,aracoiaba,PE
sao jose do cedro,5,89930.0,-26.453916287246614,-53.49277989045533,sao jose do cedro,SC
ocaucu,5,17540.0,-22.43990321124268,-49.91716776856132,ocaucu,SP
maragogi,5,57955.0,-9.01232564760585,-35.2206610008014,maragogi,AL
capitao leonidas marques,5,85790.0,-25.47603,-53.61668325,capitao leonidas marques,PR
ribeirao do pinhal,5,86490.0,-23.40543928588727,-50.35923672924622,ribeirao do pinhal,PR
porto xavier,5,98995.0,-27.90472170174092,-55.13510240991884,porto xavier,RS
colombia,5,14795.0,-20.179291836187755,-48.685766237155065,colombia,SP
roseira,5,12580.0,-22.89082860434644,-45.30332001483277,roseira,SP
piritiba,5,44830.0,-11.733088856911984,-40.55720816085895,piritiba,BA
pedro canario,5,29970.0,-18.293283439577696,-39.95476928788746,pedro canario,ES
lagoa dourada,5,36345.0,-20.91495571139916,-44.07244736580252,lagoa dourada,MG
bananeiras,5,58220.0,-6.755011128517376,-35.63785855710437,bananeiras,PB
santa cruz cabralia,5,45807.0,-16.28592112697296,-39.02270440270471,santa cruz cabralia,BA
abre campo,5,35365.0,-20.30145749999999,-42.47811225,abre campo,MG
carmopolis de minas,5,35534.0,-20.54179405862868,-44.63838029574459,carmopolis de minas,MG
chui,5,96255.0,-33.69142291584818,-53.48016130071187,chui,RS
ribeirao claro,5,86410.0,-23.200076362705648,-49.76113894397601,ribeirao claro,PR
santa cruz de minas,5,36328.0,-21.123999143404927,-44.23122535042093,santa cruz de minas,MG
prado,5,45980.0,-17.338279504195743,-39.22802565319706,prado,BA
iepe,5,19640.0,-22.6608472943578,-51.07804840646881,iepe,SP
ipumirim,5,89790.0,-27.07363800594624,-52.135406462424655,ipumirim,SC
euclides da cunha,5,48500.0,-10.507796916762816,-39.015541576074426,euclides da cunha,BA
piratuba,5,89667.0,-27.418399801872027,-51.77096945329615,piratuba,SC
santo estevao,5,44190.0,-12.428365907267558,-39.26035481963968,santo estevao,BA
aguas formosas,5,39880.0,-17.079065766438983,-40.93146172394964,aguas formosas,MG
ibicarai,5,45745.0,-14.865648633223373,-39.587930310727295,ibicarai,BA
tabatinga,5,14910.0,-21.72886646318172,-48.68881488220222,tabatinga,SP
maracas,5,45360.0,-13.44003867686294,-40.43490763672246,maracas,BA
sales,5,14980.0,-21.339803136118363,-49.4954618429649,sales,SP
pinheiro machado,5,96470.0,-31.579070881317342,-53.388468581409136,pinheiro machado,RS
caldas,5,37780.0,-21.925390177787197,-46.38339620027643,caldas,MG
severinia,5,14735.0,-20.81327575325975,-48.80426016516554,severinia,SP
cacapava do sul,5,96570.0,-30.530757607861464,-53.49864844306403,cacapava do sul,RS
sao tiago,5,36350.0,-20.90566059569524,-44.50592007551508,sao tiago,MG
sao roque do canaa,5,29665.0,-19.73929732233853,-40.65808102386044,sao roque do canaa,ES
sao miguel do araguaia,5,76590.0,-13.276778057316044,-50.16041233046671,sao miguel do araguaia,GO
esperantina,5,64180.0,-3.892084643621096,-42.23394623857791,esperantina,PI
bonfim,5,35480.0,-20.32778901692791,-44.23990763510544,bonfim,MG
bituruna,5,84640.0,-26.15574248986108,-51.56711222294422,bituruna,PR
igarata,5,12350.0,-23.214122950073904,-46.15782773220571,igarata,SP
sao sebastiao do passe,5,43850.0,-12.512239792747836,-38.49419817617147,sao sebastiao do passe,BA
sud mennucci,5,15360.0,-20.688153685692427,-50.92019017922427,sud mennucci,SP
sapucaia,5,25880.0,-21.991292662602568,-42.90770373334286,sapucaia,RJ
alto parnaiba,5,65810.0,-9.112023398351866,-45.93318002372552,alto parnaiba,MA
rio manso,5,35485.0,-20.29001431877884,-44.33570966894638,rio manso,MG
bananal,5,12850.0,-22.681822130220606,-44.31777546316097,bananal,SP
urbano santos,5,65530.0,-3.2098431041612465,-43.40731801986636,urbano santos,MA
catas altas,5,35969.0,-20.07129297677233,-43.4077293398768,catas altas,MG
figueira,4,84285.0,-23.84980940263059,-50.40712477967953,figueira,PR
edeia,4,75940.0,-17.33854075449391,-49.935325100759925,edeia,GO
urania,4,15760.0,-20.24503575684149,-50.6453207023131,urania,SP
cocalinho,4,78680.0,-14.393058069400425,-51.00008027836111,cocalinho,MT
forquilha,4,62115.0,-3.79933456483994,-40.264101083714486,forquilha,CE
urucui,4,64860.0,-7.231252710248777,-44.55382689252074,urucui,PI
ipiabas,4,27170.0,-22.37878328511841,-43.86617963279234,ipiabas,RJ
delmiro gouveia,4,57480.0,-9.371842515484014,-38.00205479029997,delmiro gouveia,AL
parambu,4,63680.0,-6.213538994662398,-40.69680563850505,parambu,CE
quintana,4,17670.0,-22.06828337383377,-50.30733411133655,quintana,SP
riacho de santana,4,46470.0,-13.614511062182782,-42.940814015598654,riacho de santana,BA
cabralia paulista,4,17480.0,-22.45621548435729,-49.33782392605263,cabralia paulista,SP
cocal do sul,4,88845.0,-28.595032995204008,-49.319683039584966,cocal do sul,SC
milagres,4,45315.0,-12.866442174990429,-39.86301764824578,milagres,BA
brejo da madre de deus,4,55170.0,-8.151652952943909,-36.36954681604157,brejo da madre de deus,PE
guadalupe,4,64840.0,-6.788369298630233,-43.56278507622656,guadalupe,PI
irani,4,89680.0,-27.026112244734502,-51.90328283969753,irani,SC
aiuruoca,4,37450.0,-21.980415669844405,-44.60631653119611,aiuruoca,MG
pilar,4,38717.0,-18.354052794572848,-46.85588925113451,pilar,MG
santa barbara d oeste,4,13457.0,-22.76774645443306,-47.39866604043143,santa barbara d oeste,SP
agua doce do norte,4,29820.0,-18.54780323599976,-40.977619180814784,agua doce do norte,ES
itiuba,4,48850.0,-10.68728140496204,-39.85994475032581,itiuba,BA
nova bassano,4,95340.0,-28.72908960540212,-51.70430074576316,nova bassano,RS
barro,4,63380.0,-7.1794940465592685,-38.77925355434181,barro,CE
nova aurora,4,75750.0,-18.059185018488087,-48.2562074821618,nova aurora,GO
itabela,4,45848.0,-16.58243230060531,-39.55961658141876,itabela,BA
candelaria,4,96930.0,-29.66987043994991,-52.78968361045696,candelaria,RS
pedrinhas paulista,4,19865.0,-22.817219015430805,-50.792409140572026,pedrinhas paulista,SP
pien,4,83860.0,-26.09951042219324,-49.43039517089023,pien,PR
chopinzinho,4,85560.0,-25.853552045111797,-52.5211412257659,chopinzinho,PR
sete barras,4,11910.0,-24.38123467352574,-47.92755771528054,sete barras,SP
alcobaca,4,45910.0,-17.311654999999945,-39.63244499999996,alcobaca,BA
guarai,4,77700.0,-8.843793396661667,-48.51436555743627,guarai,TO
imbuia,4,88440.0,-27.4922178124458,-49.41980753518701,imbuia,SC
tibagi,4,84300.0,-24.51587000958706,-50.40924472841926,tibagi,PR
caarapo,4,79940.0,-22.629257643711,-54.813005046868085,caarapo,MS
bom jesus do norte,4,29460.0,-21.125060825696945,-41.6662679324849,bom jesus do norte,ES
corrente,4,64980.0,-10.441255487219744,-45.16858578213835,corrente,PI
parauna,4,75980.0,-16.94536354438612,-50.44417579104146,parauna,GO
jambeiro,4,12270.0,-23.25658323003718,-45.69174320645941,jambeiro,SP
maurilandia,4,75930.0,-18.026174999999945,-50.34619249999996,maurilandia,GO
iacu,4,46860.0,-12.768737085366936,-40.21564152337491,iacu,BA
ascurra,4,89138.0,-26.953068042841984,-49.37177204129655,ascurra,SC
gandu,4,45450.0,-13.745920997465692,-39.4899800062949,gandu,BA
maravilhas,4,35666.0,-19.51393131649572,-44.6739757258171,maravilhas,MG
muqui,4,29480.0,-20.954686439913583,-41.35082239421584,muqui,ES
inaja,4,56560.0,-8.902246767220936,-37.82251045902618,inaja,PE
jaguaruana,4,62823.0,-4.836784653060993,-37.77711066694792,jaguaruana,CE
carbonita,4,39665.0,-17.529423701905095,-43.01474545585495,carbonita,MG
analandia,4,13550.0,-22.12626771146922,-47.66165228278019,analandia,SP
tombos,4,36844.0,-20.914183761592344,-42.02464075805346,tombos,MG
salto do jacui,4,99440.0,-29.089375433900567,-53.2234425156508,salto do jacui,RS
buriticupu,4,65393.0,-4.317271656392342,-46.46181261437987,buriticupu,MA
cameta,4,68400.0,-2.240953530813766,-49.50294914156826,cameta,PA
parelhas,4,59360.0,-6.695371474512118,-36.66042073725605,parelhas,RN
conceicao dos ouros,4,37548.0,-22.415122407763665,-45.79922860309226,conceicao dos ouros,MG
rio do campo,4,89198.0,-26.942585142640656,-50.13865875819567,rio do campo,SC
ipua,4,14610.0,-20.43102420974765,-48.01701483913844,ipua,SP
quarai,4,97560.0,-30.39132996595941,-56.45125803065783,quarai,RS
palma,4,36750.0,-21.37690203881977,-42.31332227689926,palma,MG
jatoba,4,56470.0,-9.176603805081209,-38.24191598338835,jatoba,PE
rianapolis,4,76315.0,-15.45087544921725,-49.51487610636121,rianapolis,GO
campos sales,4,63150.0,-7.08022859231703,-40.360595170994856,campos sales,CE
cruzilia,4,37445.0,-21.84611288737622,-44.81085950167153,cruzilia,MG
carmo da cachoeira,4,37225.0,-21.464748873810645,-45.22279679817523,carmo da cachoeira,MG
pongai,4,16660.0,-21.73513088208474,-49.35838993660011,pongai,SP
boa vista da aparecida,4,85780.0,-25.445289813645804,-53.40647333423502,boa vista da aparecida,PR
condor,4,98290.0,-28.205663375585356,-53.48296398631301,condor,RS
arace,4,29278.0,-20.3800154897608,-41.02942535127866,arace,ES
sertania,4,56600.0,-8.077978607937471,-37.26565605477795,sertania,PE
dores do rio preto,4,29580.0,-20.688998589105392,-41.84739379223537,dores do rio preto,ES
moju,4,68450.0,-1.8962430400603123,-48.76691590216996,moju,PA
renascenca,4,85610.0,-26.15726166145906,-52.97089842353846,renascenca,PR
jucurutu,4,59330.0,-6.040511007423874,-37.02512580873324,jucurutu,RN
santo antonio do jardim,4,13995.0,-22.11666363986587,-46.682531291057856,santo antonio do jardim,SP
barra do bugres,4,78390.0,-15.067845786572343,-57.18876611000515,barra do bugres,MT
sao sebastiao da grama,4,13790.0,-21.70963443187764,-46.8211988409707,sao sebastiao da grama,SP
buenopolis,4,39230.0,-17.878529744788537,-44.17657618898112,buenopolis,MG
rio bananal,4,29920.0,-19.271805837690685,-40.32772691399322,rio bananal,ES
nova olinda,4,58798.0,-7.476206346262474,-38.04042056990706,nova olinda,PB
guaruja do sul,4,89940.0,-26.3851374020685,-53.52418228807481,guaruja do sul,SC
caiaponia,4,75850.0,-16.963282126552002,-51.81279264064655,caiaponia,GO
jesuitas,4,85835.0,-24.37699298379453,-53.38464822781408,jesuitas,PR
itaperucu,4,83560.0,-25.21104157323542,-49.34653094787032,itaperucu,PR
salto veloso,4,89595.0,-26.90864860424969,-51.399209072338095,salto veloso,SC
guaraci,4,15420.0,-20.501357958541256,-48.95033162622613,guaraci,SP
sao geraldo,4,36530.0,-20.92539945749688,-42.83389767387452,sao geraldo,MG
chapada,4,99530.0,-28.060232163542725,-53.070886405739984,chapada,RS
miranda,4,79380.0,-20.249858849049627,-56.38199281980921,miranda,MS
corupa,4,89278.0,-26.423574854935936,-49.24222454201851,corupa,SC
avelar,4,26980.0,-22.317290526360548,-43.40521798807556,avelar,RJ
goianapolis,4,75170.0,-16.503290038437896,-49.02533502330064,goianapolis,GO
munhoz de melo,4,86760.0,-23.1488096374739,-51.77128662061263,munhoz de melo,PR
sao jose do egito,4,56700.0,-7.479966991167862,-37.27344494267325,sao jose do egito,PE
matipo,4,35367.0,-20.28244511155565,-42.33920230324944,matipo,MG
varjota,4,62265.0,-4.198383114418123,-40.48416020540338,varjota,CE
paracuru,4,62680.0,-3.412320267097392,-39.03098931818123,paracuru,CE
fazenda nova,4,55175.0,-8.176074681211913,-36.19531528725418,fazenda nova,PE
munhoz,4,37620.0,-22.61205876761469,-46.36058471502355,munhoz,MG
pirenopolis,4,72980.0,-15.855610499999996,-48.96320624999999,pirenopolis,GO
jacaraci,4,46310.0,-14.847742412249344,-42.43282012685237,jacaraci,BA
gouveia,4,39120.0,-18.562115999999943,-43.85493349999996,gouveia,MG
minas novas,4,39650.0,-17.217037330081585,-42.5972618750936,minas novas,MG
monte alegre de minas,4,38475.0,-18.86616090544924,-48.87210874613179,monte alegre de minas,MG
sao miguel,4,59920.0,-6.2173453677612445,-38.49246449581689,sao miguel,RN
indiara,4,75955.0,-17.14165528857712,-49.98966852878169,indiara,GO
jacui,4,37965.0,-21.017864793104238,-46.74056251508655,jacui,MG
itanhomi,4,35120.0,-19.17145995800582,-41.86468868452949,itanhomi,MG
jussara,4,44925.0,-11.04328739010026,-41.97076180289826,jussara,BA
tupancireta,4,98170.0,-29.08040922561531,-53.833264724682046,tupancireta,RS
sao pedro dos ferros,4,35360.0,-20.17512881923325,-42.52697233250253,sao pedro dos ferros,MG
merces,4,36190.0,-21.2042779195492,-43.34023344613493,merces,MG
ribeirao,4,55520.0,-8.504620948031961,-35.37954474456171,ribeirao,PE
humaita,4,69800.0,-7.5137847442922,-63.03378732922329,humaita,AM
balneario arroio do silva,4,88914.0,-28.9805739228165,-49.40528215258,balneario arroio do silva,SC
jari,4,98175.0,-29.289423550575545,-54.21910895928057,jari,RS
joaquim nabuco,4,55535.0,-8.622608323141465,-35.529437011722194,joaquim nabuco,PE
uibai,4,44950.0,-11.332781571928514,-42.12793164001105,uibai,BA
salto do lontra,4,85670.0,-25.79082309534067,-53.30554339972712,salto do lontra,PR
senador pompeu,4,63600.0,-5.587191214340284,-39.37196455656805,senador pompeu,CE
anta gorda,4,95980.0,-28.97100977026169,-52.021068899057695,anta gorda,RS
saudade do iguacu,4,85568.0,-25.692750247487204,-52.61882279947356,saudade do iguacu,PR
campo do meio,4,37165.0,-21.11244619821393,-45.83234349689595,campo do meio,MG
cristais paulista,4,14460.0,-20.402781105235142,-47.41854742759851,cristais paulista,SP
gameleira,4,55530.0,-8.589458908130187,-35.38743094640927,gameleira,PE
silva jardim,4,28820.0,-22.613598464733528,-42.40819594229109,silva jardim,RJ
candiota,4,96495.0,-31.45772380559633,-53.66263312223996,candiota,RS
mantenopolis,4,29770.0,-18.86309620836477,-41.12227492640861,mantenopolis,ES
bernardino de campos,4,18960.0,-23.01491589766684,-49.47322146026575,bernardino de campos,SP
bueno brandao,4,37578.0,-22.437232815352555,-46.35049222767168,bueno brandao,MG
palma sola,4,89985.0,-26.34880918740813,-53.2769772410583,palma sola,SC
santanesia,4,27195.0,-22.52464411561851,-43.82019881923876,santanesia,RJ
conservatoria,4,27655.0,-22.28666974997288,-43.91540977887133,conservatoria,RJ
sertanopolis,4,86170.0,-23.05694893518132,-51.04886754136584,sertanopolis,PR
altinopolis,4,14350.0,-21.017096447298147,-47.38948762712411,altinopolis,SP
arvorezinha,4,95995.0,-28.87262510202068,-52.17938515160991,arvorezinha,RS
tailandia,4,68695.0,-2.9274070082027244,-48.94955197954031,tailandia,PA
dom silverio,4,35440.0,-20.16288709946559,-42.96468004087543,dom silverio,MG
cerro azul,4,83570.0,-24.901013999999947,-49.301193499999954,cerro azul,PR
valenca do piaui,4,64300.0,-6.396218999999991,-41.73503400000001,valenca do piaui,PI
